,0,1
0,¡∂¿Ã∏∆Ω∫,100
1,¡∂¿Ã∏∆Ω∫,100
2,¡∂¿Ã∏∆Ω∫,100
3,¡∂¿Ã∏∆Ω∫,97
4,¡∂¿Ã∏∆Ω∫,99
5,¡∂¿Ã∏∆Ω∫,100
6,¡∂¿Ã∏∆Ω∫,100
7,¡∂¿Ã∏∆Ω∫,100
8,¡∂¿Ã∏∆Ω∫,100
9,¡∂¿Ã∏∆Ω∫,100
10,¡∂¿Ã∏∆Ω∫,100
11,¡∂¿Ã∏∆Ω∫,100
12,¡∂¿Ã∏∆Ω∫,100
13,¡∂¿Ã∏∆Ω∫,98
14,¡∂¿Ã∏∆Ω∫,100
15,¡∂¿Ã∏∆Ω∫,88
16,¡∂¿Ã∏∆Ω∫,1
17,¡∂¿Ã∏∆Ω∫,4
18,¡∂¿Ã∏∆Ω∫,100
19,¡∂¿Ã∏∆Ω∫,100
20,¡∂¿Ã∏∆Ω∫,100
21,¡∂¿Ã∏∆Ω∫,100
22,¡∂¿Ã∏∆Ω∫,2
23,¡∂¿Ã∏∆Ω∫,100
24,¡∂¿Ã∏∆Ω∫,100
25,¡∂¿Ã∏∆Ω∫,100
26,¡∂¿Ã∏∆Ω∫,100
27,¡∂¿Ã∏∆Ω∫,50
28,¡∂¿Ã∏∆Ω∫,84
29,¡∂¿Ã∏∆Ω∫,99
30,¡∂¿Ã∏∆Ω∫,100
31,¡∂¿Ã∏∆Ω∫,50
32,¡∂¿Ã∏∆Ω∫,85
33,¡∂¿Ã∏∆Ω∫,87
34,¡∂¿Ã∏∆Ω∫,8
35,¡∂¿Ã∏∆Ω∫,83
36,¡∂¿Ã∏∆Ω∫,8
37,¡∂¿Ã∏∆Ω∫,100
38,¡∂¿Ã∏∆Ω∫,100
39,¡∂¿Ã∏∆Ω∫,100
40,¡∂¿Ã∏∆Ω∫,100
41,¡∂¿Ã∏∆Ω∫,1
42,¡∂¿Ã∏∆Ω∫,1
