,0
0,http://www.asiatoday.co.kr/view.php?key=20161201001521184
1,http://en.seoul.co.kr/news/newsView.php?id=20161106500081&wlog_tag3=naver
2,http://www.asiatoday.co.kr/view.php?key=20161104001707035
3,http://www.asiatoday.co.kr/view.php?key=20161028001811116
4,http://en.seoul.co.kr/news/newsView.php?id=20161026500048&wlog_tag3=naver
5,http://www.asiatoday.co.kr/view.php?key=20161025001955513
6,http://www.asiatoday.co.kr/view.php?key=20161025001821386
7,http://www.asiatoday.co.kr/view.php?key=20161021001332069
8,http://www.asiatoday.co.kr/view.php?key=20161019001703157
9,http://www.sedaily.com/NewsView/1L2QAYH9RM
10,http://en.seoul.co.kr/news/newsView.php?id=20161005500109&wlog_tag3=naver
11,http://en.seoul.co.kr/news/newsView.php?id=20160927500098&wlog_tag3=naver
12,http://en.seoul.co.kr/news/newsView.php?id=20160920500083&wlog_tag3=naver
13,http://www.asiatoday.co.kr/view.php?key=20160829001755296
